,tenure,MonthlyCharge,DummyTechie,DummyGender,DummyTechSupport
2534,1.413033,162.447,1,0,1
3361,9.348659,124.9643,0,0,1
6771,64.81364,192.4705,0,0,0
660,5.991017375,214.966286,1,1,0
5179,62.03303,124.9781,0,0,0
4993,19.01406,245.132,0,0,1
2752,9.151288,242.6143,0,1,1
5895,66.52284,127.482,0,1,1
6455,68.78168,92.5018,0,1,0
991,6.240783682,149.962093,0,1,0
5776,63.45489,184.9496,0,0,1
2839,21.0878,174.9768,0,1,1
636,2.684151079,139.987503,0,0,1
5122,54.55822,235.1372,0,0,1
7103,63.22024,220.1149,0,1,0
6292,65.2477,152.4624,0,1,0
4321,5.126165,127.4887,1,0,0
5691,57.50491,142.4526,0,0,0
2166,1.650984,247.6647,1,1,1
9204,59.20412,220.1478,0,1,1
6226,42.94126,255.1555,0,1,0
6725,64.64603,140.0049,1,1,1
2991,5.526815,162.4538,0,0,1
1956,8.355760951,172.457857,0,0,0
6149,56.84855,192.4404,0,0,0
1515,5.68349814,232.62403,0,1,1
6634,70.70213,255.1555,0,1,0
7559,52.07089,129.9621,0,1,0
1105,13.46926706,152.455519,0,0,0
1241,8.000279417,172.440432,0,1,0
9241,57.95709,137.4836,1,0,0
7174,61.72511,117.472,1,1,1
6193,62.39033,202.4433,0,0,0
1889,13.56958731,235.137219,0,0,1
5279,70.30482,149.9598,1,0,0
7519,51.73839,182.447,0,1,1
8262,54.97976,119.9568,0,0,0
1920,5.037146238,164.971516,1,0,1
2005,1.293553,144.9607,0,0,0
5842,61.85233,214.9525,0,0,1
6647,59.25503,149.9928,0,0,1
9132,68.09161,252.624,1,0,1
3768,11.70988,142.4713,1,0,1
5834,65.3851,165.0182,0,1,1
764,7.603357235,172.44408,0,1,1
1774,10.2452503,184.967019,0,1,1
8234,58.85409,162.447,0,1,1
1041,1.415346194,172.455519,0,0,0
5040,70.47897,149.9621,0,0,0
1514,9.808669685,182.446995,1,0,1
2116,19.72758,252.6378,0,1,0
1134,18.66406554,147.456419,0,0,0
4553,3.071976,102.4746,0,0,0
7453,65.46719,182.4433,0,0,0
6029,63.86174,125.0073,0,0,0
9312,66.48285,144.9607,0,1,0
7526,62.99928,169.9378,1,1,0
598,14.57312339,134.950905,1,1,0
7054,70.42655,137.4686,1,0,0
1809,8.013365588,255.166453,0,0,1
6623,52.9098,240.1149,0,0,0
6280,59.00106,240.1149,0,0,0
15,13.87001293,177.65076,0,1,0
4077,1.426775,217.484,1,1,0
6731,58.90864,150.0208,0,1,0
4335,13.19063,162.4833,0,1,1
597,4.768869377,149.959755,0,1,0
5485,62.5003,124.9607,1,1,0
7140,69.29186,127.4738,0,1,0
4843,16.57839,124.9607,0,0,0
4151,5.814507,192.4885,0,0,1
5849,63.07092,222.6362,0,1,1
1874,4.992706522,157.483594,0,0,0
6668,68.04207,149.9741,0,0,0
4380,1.126364,200.1185,1,1,1
8845,53.60305,217.4702,0,1,1
2909,16.42222,217.4725,0,1,1
8142,65.61856,169.9447,0,1,0
8043,66.57411,119.9897,0,1,1
7740,66.81169,172.4579,0,1,0
4039,15.85633,167.4847,0,0,1
6796,57.2547,147.4893,0,0,1
3878,31.44123,214.9663,0,0,0
845,4.222122394,129.976324,0,0,0
4154,3.988032,182.4676,0,0,0
8336,60.45695,222.6281,0,0,0
4241,4.816947,149.9621,0,1,0
6425,59.74092,117.4858,1,1,0
7384,71.11595,129.9778,0,0,1
1155,10.39427126,192.470522,0,0,0
4277,3.606976,212.6415,0,0,1
8294,55.71809,184.961,0,1,0
9604,65.18501,154.9755,1,1,0
200,1.474810061,252.637807,0,1,0
3140,4.433189,127.4783,0,0,0
1950,1.770031252,230.134352,1,1,0
9976,67.57609,265.1283,0,0,0
2915,17.53363,199.9902,0,1,1
4195,23.38469,265.147,0,0,1
6694,59.41977,172.4567,0,1,1
803,11.95255483,179.979358,0,1,0
4780,7.329775,200.1185,0,0,1
1394,7.321650003,112.484375,0,0,0
1326,10.92247392,162.446995,0,0,1
3051,4.462414,124.9643,0,1,1
5360,39.7266,134.9509,0,0,0
1568,8.926271021,159.964152,0,0,0
618,2.981008475,159.951231,0,0,1
2063,10.32943,139.9816,0,1,0
47,9.427146079,195.006206,1,0,1
8468,62.71436,152.4441,0,1,1
2258,12.51454,129.9926,1,1,1
9756,50.49242,137.4392,0,1,0
3608,16.43691,149.9447,0,0,0
6630,61.78631,172.4555,1,1,0
7943,41.54053,179.9794,0,1,0
9037,38.14529,147.4783,0,1,0
9552,66.4489,162.4526,0,0,0
1930,17.05603447,265.128318,0,1,0
1163,8.634921784,207.49737,0,1,1
9406,62.31372,214.9663,1,0,0
9084,57.94447,184.9963,0,1,1
6195,56.97688,192.4705,0,1,0
2698,17.55759,184.9797,1,1,1
867,5.62805389,117.51525,1,1,0
3504,3.304515,124.9781,0,0,0
5817,57.78109,124.9643,0,0,1
371,8.498042024,192.48852,0,1,1
8481,63.81393,222.6281,0,1,0
4373,8.584144,112.4844,0,1,0
44,8.798394712,242.632554,0,0,0
9982,68.52825,185.0077,0,0,0
9224,61.85144,139.9349,0,1,0
7240,56.68304,194.9581,0,1,0
6523,60.09896,162.4689,0,1,1
2232,4.338536,172.4404,0,1,0
2251,27.73225,192.4705,0,0,0
4209,1.070145,184.9496,0,1,1
5429,71.52256,112.4551,0,0,0
9021,70.49442,144.9889,0,0,1
1073,16.64037206,142.468917,1,0,1
4757,5.192447,217.4702,0,1,1
8580,62.59775,92.45514,0,0,0
4425,1.78963,119.9568,0,1,0
2748,8.295192,230.1051,0,0,0
7867,59.27052,245.1283,0,0,0
3093,10.12304,147.4713,0,0,0
814,4.455386749,95.005709,1,1,1
1192,12.41932486,127.474951,0,0,1
438,14.16961729,169.944668,0,1,0
7905,62.2937,242.6281,0,0,0
7945,48.00544,162.4653,0,1,0
5333,67.34157,149.9621,1,0,0
7730,70.43313,172.4871,0,0,0
344,2.656915117,114.983787,0,0,1
3242,1.625652,197.6288,0,0,0
8923,58.36296,159.965,0,1,0
3897,14.6317,104.9643,1,1,1
1806,8.884543585,179.965581,0,0,1
3216,4.939997,149.9483,0,0,1
6558,53.77815,132.4798,0,1,0
7951,70.40235,200.1185,0,0,1
2878,6.6307,169.9447,0,1,0
9418,46.94705,157.4698,0,1,1
590,4.985175451,137.483594,1,1,0
2192,17.98438,159.9476,1,1,0
2799,2.213342,265.147,0,1,1
4758,17.1248,207.6094,0,1,0
2216,4.465592,232.6378,0,1,0
7328,56.26118,230.1344,0,1,0
2255,1.703799,127.4421,0,0,0
3422,8.016341,182.4762,0,1,1
4389,15.95966,167.4847,0,0,1
3581,1.280342,220.1615,0,1,0
5287,52.03501,169.9378,0,0,0
8538,68.6504,235.1591,0,0,1
988,1.692982143,229.993134,0,0,1
7507,55.55453,127.4738,0,1,0
4555,5.798779,187.656,0,0,0
7600,58.43075,92.45514,0,0,0
2476,8.040278,182.49,0,0,0
8261,60.1501,140.0013,1,0,0
4237,4.098818,184.961,0,0,0
8402,43.93445,159.965,0,0,0
3993,5.595446,147.4421,0,1,0
111,6.577552683,192.470522,0,0,0
5412,44.69494,162.5007,0,1,1
6161,56.56567,154.9618,0,0,1
5589,70.49798,140.0342,0,0,1
5203,69.53069,204.9797,1,0,1
7751,57.47194,154.9618,0,1,1
8892,70.52668,164.9853,0,0,0
4081,11.76752,169.9378,0,0,0
9227,57.28247,129.9763,0,0,0
3410,9.767357,187.4974,0,0,1
3821,9.932123,152.4579,1,0,0
6363,65.32231,187.4974,0,1,1
7358,37.33507,112.4551,0,1,0
7051,57.857,245.132,0,1,1
466,17.24908083,144.960655,0,0,0
8630,64.85756,162.4608,0,1,0
9291,68.79305,144.9607,0,0,0
7996,51.68157,119.9568,0,0,0
3116,23.77384,129.9778,0,1,1
2882,22.24529,137.4872,0,1,1
5949,60.37982,215.1591,0,1,1
219,4.95598008,199.990219,1,0,1
4435,1.709971,172.4441,0,0,1
4400,10.35635,159.9512,0,1,1
5043,64.01652,255.1555,0,1,0
9671,54.64758,172.4705,0,0,0
7216,51.08527,149.9378,0,0,0
2137,8.353798,139.9568,0,1,0
5476,59.23589,242.6281,1,1,0
7792,45.91152,117.4686,0,1,0
8528,56.75264,147.4738,0,0,0
8276,39.27289,179.9476,0,0,0
8513,43.02146,120.0035,0,0,0
4182,2.586551,197.6288,0,0,0
583,7.931439645,204.963371,0,1,0
9624,59.1861,142.5007,0,1,1
9861,51.85047,149.9915,0,1,0
9718,47.74031,149.9845,0,1,0
3435,10.56862,164.9647,0,0,1
2367,9.38329,235.1591,0,0,1
368,13.59137366,162.471255,0,1,1
5720,69.15481,137.4872,0,1,1
9512,68.20701,169.9378,0,1,0
3923,2.567035,184.9785,0,1,0
6407,66.3094,82.49655,0,0,0
4098,6.218071,230.1344,0,0,0
949,4.905988692,192.470522,0,1,0
3852,9.738632,142.4713,1,1,1
7283,55.69275,125.0073,0,1,0
8979,65.44503,129.9621,0,1,0
180,15.64596698,240.114868,0,0,0
4284,10.15451,149.9845,0,0,0
7547,54.94221,194.9882,0,1,0
7432,45.23339,114.9976,0,1,0
9499,51.43424,169.9447,0,0,0
9303,60.36923,220.1323,0,0,0
6608,54.22191,157.4836,0,1,0
6011,62.21334,162.4653,0,1,0
1619,1.548600048,242.628057,0,1,0
1014,11.42508906,222.636202,0,0,1
7934,69.78016,190.127,0,0,0
2351,2.763224,197.4725,0,1,1
1419,8.085917091,192.440432,0,0,0
4029,1.616979,139.9349,0,1,0
825,6.492246879,154.975543,1,0,0
8436,55.75197,235.1417,0,1,1
7311,53.07792,172.4624,0,0,0
7,4.26425515,114.950905,1,0,0
3668,2.912281,137.4686,0,0,0
4374,1.849221,152.4907,0,1,1
3671,3.911083,172.4848,0,1,0
1154,13.85473212,217.470195,1,1,1
6829,43.10629,104.9923,0,1,0
9071,59.9737,107.4958,0,1,0
7188,58.13955,162.4689,0,1,1
2910,5.585075,195.0062,1,0,1
4942,6.214633,172.4555,0,1,0
531,10.81997919,172.456745,0,1,1
9398,62.2002,275.1336,1,1,0
3816,3.895892,225.1457,0,0,0
4305,20.10599,187.6094,0,1,0
7412,64.63454,127.4738,0,0,0
9772,44.15083,162.5005,0,0,1
2906,6.224413,149.9483,0,0,1
1141,1.583634587,267.664655,0,1,1
4139,17.21579,179.9476,0,1,0
5948,69.96694,149.9845,0,0,0
7910,52.36016,152.466,1,0,1
4025,14.91488,92.45514,0,1,0
3901,13.72584,127.4738,0,0,0
2373,8.882682,172.4705,0,1,0
8199,52.11755,252.6378,0,0,0
6891,68.17457,149.9598,1,1,0
7267,68.72245,92.48802,1,1,1
2600,12.359,159.9794,0,1,0
2555,1.442102,222.6792,1,1,0
5041,64.30623,267.6647,0,0,1
821,24.19132114,242.61428,0,0,1
7091,71.14613,202.6362,0,1,1
2358,2.477945,172.4441,1,0,1
8506,66.03662,194.9744,1,0,1
411,10.27819073,175.006206,0,1,1
846,10.81273093,152.466002,0,1,1
9777,62.6698,182.497,0,0,0
7423,53.82086,149.9378,0,0,0
2191,7.109947,107.482,0,1,1
4693,2.856149,94.97283,0,1,0
6754,68.60299,117.4392,0,0,0
8879,63.58076,114.9728,0,0,0
1331,3.955928538,197.483972,0,1,0
4976,8.930383,240.1149,0,1,0
2011,20.16124,130.0064,1,0,0
7363,59.9755,175.0048,0,0,0
7072,65.21612,149.9447,0,1,0
473,9.086633107,159.965008,0,0,0
85,2.358129018,139.95684,0,1,0
9747,57.37711,245.1457,0,0,0
6945,57.85206,169.9447,0,0,0
7961,55.16171,159.9875,1,0,1
6703,64.67729,202.65,1,0,0
6124,55.76068,127.4421,1,1,0
4392,4.225661,192.4885,1,0,1
3791,27.84191,190.127,0,1,0
5974,61.51035,227.4754,0,1,1
8711,50.69797,220.1478,1,1,1
7913,51.39351,162.5007,0,1,1
7929,48.36469,129.9598,0,0,0
9681,46.24636,184.9939,0,1,1
9760,60.67808,164.9647,1,1,1
1359,29.70527547,164.967019,1,0,1
8603,71.74385,192.4404,0,1,0
920,12.81881129,194.958118,1,0,0
2939,7.129721,114.9728,0,1,0
6888,60.4093,242.6281,0,0,0
7937,65.84668,124.9607,0,0,0
4271,2.337769,207.6094,0,0,0
4745,13.85859,230.1344,0,1,0
4854,5.276321,162.4676,0,0,0
4376,6.708628,197.4702,0,0,1
4696,4.46492,242.6143,0,0,1
5594,62.79035,127.5067,0,1,1
204,3.86023041,129.976324,0,1,0
4635,4.254025,220.1323,0,0,0
4915,5.119045,147.4421,1,1,0
177,3.701557118,207.609354,0,0,0
8177,59.52332,92.45514,0,1,0
2391,1.854011,255.1417,0,1,1
2418,6.364903,184.9634,0,1,0
5274,59.238,137.4392,0,1,0
7583,39.71501,157.4836,0,0,0
4471,8.157412,149.9915,1,0,0
6307,62.32241,92.48802,0,0,1
1136,14.58313517,187.481057,0,1,0
8078,58.73351,149.9378,0,0,0
3006,13.46637,255.1198,0,1,1
645,2.768037617,159.965008,0,0,0
4647,9.74066,147.4421,0,1,0
7020,70.60728,114.9509,0,0,0
9935,70.50359,225.1457,1,0,0
5762,70.97645,112.4551,1,0,0
7160,66.64301,129.9778,0,1,1
5922,65.51642,194.9744,1,1,1
4442,21.36386,115.0021,0,0,0
2917,21.06329,127.4958,0,0,0
5308,54.7128,149.9915,0,0,0
2975,6.039499,124.9607,1,1,0
1690,7.506056361,220.132293,0,0,0
4561,11.76248,237.6549,0,0,1
8895,67.15929,245.1283,0,0,0
7586,56.90458,164.9889,0,0,1
2095,30.1778,230.1051,0,0,0
4704,12.53901,217.484,0,1,0
9751,60.08453,172.4579,0,1,0
3860,14.36438,192.4705,0,0,0
3271,11.07503,92.45514,0,0,0
4161,5.131207,92.45514,0,0,0
9990,63.63416,192.4404,0,1,0
1062,9.876537733,127.511223,1,1,1
2912,10.48284,230.1051,1,0,0
7535,61.16662,147.4601,0,0,1
6298,61.64252,277.6513,0,1,0
5826,62.11937,149.9598,0,1,0
4414,8.324816,92.5018,0,1,0
4405,2.681114,207.4811,0,1,0
4575,7.84461,137.4616,1,1,0
7971,51.35655,230.1051,0,0,0
3616,4.415788,139.9568,0,0,0
4882,7.277274,182.4676,0,1,0
2528,5.585807,184.9785,0,1,0
9289,51.74916,197.6288,0,1,0
1400,7.59915732,182.483267,0,0,1
4926,17.61732,172.4404,0,0,0
3056,6.515297,137.4698,0,1,1
7978,60.96912,125.0073,0,1,0
8036,51.47333,164.9853,0,0,0
5623,57.31571,160.0013,0,0,0
3486,8.351399,240.1149,1,0,0
3173,13.262,222.6654,0,1,1
5143,66.45525,174.9581,0,0,0
4674,7.600934,235.1372,0,1,1
4424,1.970645,139.9349,1,1,0
7931,65.51344,207.4811,0,0,0
3274,2.327566,187.4974,1,1,1
2328,15.91251,197.6288,0,1,0
7784,36.88048,182.4538,0,1,1
9937,57.20149,117.4835,0,0,0
1178,6.195470215,275.119794,1,1,1
1982,24.77325806,179.947583,0,1,0
2956,7.845114,129.9778,0,0,1
5253,67.55257,129.9598,1,0,0
6021,66.78366,167.4847,0,1,1
8631,62.78671,182.4608,1,1,0
5086,66.75709,147.4421,0,0,0
4117,12.50526,202.4433,0,0,0
4502,14.86376,202.6362,0,1,1
339,13.73012915,204.961033,0,1,0
5819,62.24788,104.9781,0,1,0
1896,10.94833173,79.978861,0,1,0
5983,67.6047,232.6415,0,0,1
3526,11.16386,182.4538,0,0,1
1528,7.843263617,192.440432,0,0,0
7026,52.75131,202.4433,1,0,0
4699,16.37611,222.65,0,0,0
1190,10.7468963,187.481057,1,0,0
780,15.37107894,139.983006,0,1,1
4214,11.59641,149.9598,0,0,0
3282,3.98008,159.965,0,0,0
8050,67.56344,255.1198,1,0,1
9158,62.6093,169.9378,0,1,0
758,3.248169927,162.45383,0,0,1
6257,66.2885,114.9728,0,0,0
8319,66.44706,169.9378,0,0,0
408,19.244458,172.457857,0,0,0
3552,4.740006,177.4945,0,1,1
7308,61.30659,172.4705,0,1,0
4705,7.766899,184.9853,0,1,0
6979,66.88716,184.9647,1,1,1
798,12.55438733,270.160419,0,0,1
7858,49.86477,242.6143,0,0,1
5302,56.98256,92.48802,1,1,1
2691,17.27999,257.6549,0,0,1
3201,4.525491,232.6378,0,0,0
943,1.550579619,177.65076,0,1,0
4990,15.59169,162.4937,1,0,1
1535,4.071312509,192.470522,0,0,0
7543,66.9099,169.9447,0,0,0
5832,71.58072,129.9483,1,1,1
2706,1.387769,159.9656,1,0,1
978,7.882710227,127.442069,1,0,0
5048,65.4294,172.5034,0,0,1
4170,7.33513,124.9607,0,0,0
5241,48.92152,172.4579,1,0,0
7639,65.25844,127.475,0,0,1
1118,20.70165955,225.145743,0,1,0
4023,15.49592,129.9621,1,1,0
7613,68.78714,92.45514,0,1,0
5222,67.49846,252.624,0,1,1
1150,17.67252758,104.97808,0,0,0
8203,57.04063,177.4945,0,0,1
1352,2.108441505,184.979684,0,1,1
3330,10.00078,149.9483,0,1,1
399,1.665591776,112.455141,0,0,0
7635,36.82387,210.1518,0,1,0
1967,7.98560378,162.45383,0,1,1
9578,62.67368,159.9656,0,0,1
693,11.90088632,154.961766,0,1,1
9897,67.17715,79.97886,0,0,0
2026,4.510318,137.4836,0,1,0
7775,41.93,117.4858,0,0,0
5264,60.55602,149.9707,1,0,1
56,9.563362997,114.950905,0,1,0
9089,60.96083,117.4872,0,1,1
5018,67.15579,257.6549,0,1,1
3279,5.599131,137.4616,0,1,0
1223,5.396647294,137.468388,0,1,0
2545,2.917886,132.466,1,0,1
7772,61.70653,137.4616,0,0,0
3440,4.638114,192.4705,0,0,0
2940,15.23335,192.4705,0,0,0
9081,62.87394,159.9349,0,1,0
5357,68.72852,139.9512,0,0,1
6958,42.31348,202.65,0,0,0
549,2.519975147,149.974105,0,0,0
5155,50.18296,127.475,0,1,1
3946,11.38257,162.4937,0,0,1
1111,11.45319603,119.95684,0,0,0
1264,5.011735021,190.159922,1,0,1
9020,65.31625,127.4887,0,1,0
7219,66.84316,202.4433,0,0,0
7156,71.35208,200.1323,0,1,0
8213,63.99474,92.45514,0,1,0
7244,68.26818,192.4567,0,0,1
9161,67.18365,159.9476,0,0,0
4737,9.712168,92.48802,0,0,1
6072,66.34669,232.6378,0,0,0
7854,58.97078,197.6288,0,1,0
2773,12.01983,164.9853,0,0,0
6863,64.89046,149.9447,0,0,0
5603,47.17819,119.9568,0,1,0
4093,7.462849,162.4653,0,1,0
5508,71.44192,149.9913,1,0,0
9659,70.89101,139.9568,0,0,0
1372,2.62860278,104.992311,0,1,0
7355,66.43229,174.9581,0,1,0
4313,9.564915,257.6513,0,0,0
3964,15.68627,114.9658,0,1,0
178,2.976033785,194.999168,0,0,1
4963,7.91568,184.9634,0,1,0
4667,18.98342,179.9476,0,0,0
3639,23.28091,117.4835,0,1,0
7682,42.34953,167.4564,0,1,0
7667,68.3119,197.484,1,1,0
2350,20.43277,184.9797,0,0,1
3815,7.232429,207.4754,0,1,1
1214,12.40889924,154.961766,0,0,1
8214,67.68938,232.6707,0,1,1
2401,4.323297,117.4392,0,1,0
5538,66.17528,117.4835,0,1,0
2760,10.68972,157.4698,0,1,1
118,7.120096363,127.442069,0,1,0
6635,70.36489,162.4676,0,1,0
9446,71.48016,255.1417,0,0,1
8219,68.6654,217.484,0,0,0
1256,2.439520256,245.128318,1,0,0
3587,2.317456,197.6288,0,0,0
8303,65.22821,210.1563,0,1,0
8961,62.21879,137.4872,1,1,1
5798,47.91787,119.9568,0,0,0
6018,52.07024,92.45514,0,0,0
7176,65.74105,127.4958,0,0,0
8800,68.68812,275.1198,0,1,1
9082,61.27781,120.0035,0,1,0
6096,62.46678,162.447,0,1,1
3037,5.97747,127.4783,0,1,0
7385,56.1113,129.9621,1,1,0
1786,7.351090778,232.670689,0,0,1
6545,60.18695,139.9512,0,1,1
8456,70.17136,137.4872,0,1,1
6180,62.83833,222.6281,0,0,0
2018,1.954899,252.624,0,0,1
4188,6.783568,182.4653,1,1,0
407,13.46565415,162.452604,0,1,0
4180,12.3548,222.6281,0,1,0
7940,69.27282,210.1051,0,0,0
5622,66.0517,242.6435,0,1,1
7327,53.96674,144.9607,0,1,0
8915,53.58396,192.4404,0,0,0
7710,67.71776,149.9378,0,0,0
1273,12.60420397,242.61428,0,1,1
7294,69.81825,265.147,0,1,1
2346,8.487326,162.4526,0,1,0
8189,69.25731,149.9483,0,0,1
6476,60.4218,182.447,0,0,1
2661,10.0496,210.138,0,0,1
8737,60.77384,147.4738,0,1,0
5062,69.07545,172.4705,0,0,0
3042,3.172425,172.5104,1,0,1
3881,7.097053,124.9643,0,0,1
7711,67.70719,139.9349,0,1,0
9094,66.82797,214.9663,0,0,0
9497,55.81802,194.9581,0,0,0
8300,61.75393,245.1283,1,1,0
8346,67.49463,245.175,0,0,0
6735,46.95877,137.4392,0,0,0
4598,7.721518,174.9755,0,0,0
3565,9.396957,154.9755,0,1,0
8498,43.40615,200.1323,1,0,0
8937,60.74786,184.9797,0,0,1
7402,62.57813,139.9349,1,0,0
6984,66.76266,162.497,0,1,0
2871,9.430096,159.9349,0,0,0
8253,58.06194,139.9349,0,1,0
9550,64.67477,92.45514,0,0,0
7346,64.00973,134.9509,0,1,0
6765,66.36534,124.9643,0,0,1
3884,3.590398,267.6647,0,1,1
6861,38.65509,147.4421,0,1,0
2805,7.874579,210.127,1,0,0
2031,11.93639,104.9643,0,0,1
668,16.53708435,104.962874,0,1,0
7944,55.27064,144.9607,0,1,0
2492,2.758575,232.6415,1,0,1
1541,1.897261446,227.475448,0,0,1
3362,7.114816,117.4835,0,1,0
1710,7.753271168,164.971516,0,1,1
3866,14.8386,117.4858,0,1,0
3945,25.43212,252.6378,0,1,0
9593,70.14018,202.4433,0,0,0
9105,56.24334,184.9963,0,0,1
1157,8.098851806,162.493654,0,0,1
5098,70.33634,185.0077,1,0,0
9841,60.87178,117.4392,0,1,0
4983,16.60248,172.4555,0,1,0
6210,50.24709,112.4551,0,0,0
8193,55.72308,107.482,0,1,1
4841,8.71167,137.4616,0,1,0
9754,65.71379,162.4676,0,0,0
3351,5.179771,275.1198,0,1,1
4725,12.79286,132.466,0,0,1
3831,6.209949,197.484,0,1,0
5932,70.16829,129.9598,0,0,0
398,10.90397471,277.63748,0,1,1
3602,10.56737,265.1283,0,1,0
5127,60.94251,149.9621,0,0,0
6644,61.79083,262.6106,0,0,0
23,8.543717478,149.948316,0,1,1
9394,63.28819,197.4876,0,0,1
2680,8.756923,149.9483,0,0,1
7442,71.14876,225.1786,0,1,1
3409,5.750643,117.5015,0,0,1
2186,17.55138,194.9525,0,1,1
5673,66.77188,162.497,0,0,0
2582,22.34478,194.9744,0,0,1
3907,2.970609,194.9744,0,1,1
433,2.522962069,182.490006,0,0,0
1137,4.255080878,137.483594,1,1,0
6444,55.67304,245.1283,0,0,0
6369,46.30752,127.475,1,0,1
9393,65.15995,172.4555,0,1,0
3672,5.096104,117.4392,1,1,0
7197,47.77726,214.9663,0,0,0
8269,52.64455,139.9568,0,1,0
3675,33.6803,129.9926,0,0,1
279,6.877942744,232.637807,1,0,0
9048,67.57013,207.4974,0,1,1
1129,9.067061096,160.01224,0,1,1
4648,7.276075,207.6094,0,0,0
4099,14.87149,182.4676,0,0,0
4775,3.309503,149.9378,0,1,0
3114,1.304537,159.9476,0,1,0
9502,68.9536,255.1372,0,0,1
8926,53.62789,235.1555,0,1,0
670,5.261502169,162.482694,1,0,0
3209,2.54348,137.4836,0,1,0
8141,60.06981,152.4555,0,0,0
4747,4.115815,137.4872,0,0,1
8713,58.46541,149.989,0,1,0
9577,53.98876,169.9378,0,0,0
1478,12.42216588,149.984492,0,1,0
9527,64.68955,197.4945,1,1,1
7525,42.01051,194.9992,0,1,1
8240,50.14744,192.4567,1,1,1
1537,2.067992783,119.95684,0,1,0
689,5.78988794,194.966286,0,1,0
338,7.69213424,104.97808,0,1,0
7093,41.22287,212.6557,0,1,1
7455,64.91211,102.4746,0,1,0
4911,6.135015,194.9581,0,1,0
1461,3.724597242,159.979358,0,1,0
1106,6.867358844,207.638588,0,1,0
8784,71.26615,112.4551,0,0,0
9726,66.42406,147.4564,1,1,0
8209,41.93978,245.1457,0,1,0
3130,2.159586,184.9634,0,1,0
351,9.001231999,197.470195,0,0,1
2177,6.739405,245.175,0,0,0
8034,58.08347,232.624,0,0,1
3198,14.84017,149.989,1,1,0
3085,7.733033,149.9483,0,0,1
2306,14.80965,117.4872,0,1,1
7205,70.96989,172.4567,0,0,1
9068,51.7077,252.6378,0,0,0
1569,8.699764172,157.483594,0,1,0
6126,56.736,139.9512,0,0,1
1361,4.089115347,255.119794,0,1,1
307,4.216732972,174.969934,0,1,1
7029,71.85743,204.9797,0,1,1
8356,58.4866,240.1149,0,0,0
2999,3.000251,235.1372,0,1,1
3634,2.871903,152.4742,0,1,1
4210,9.664222,240.1149,1,0,0
6110,67.15389,114.9658,1,0,0
6386,45.29142,162.5005,0,0,1
9043,60.98712,184.9634,0,0,0
3589,2.840185,214.9663,0,1,0
7861,57.55841,179.9476,0,0,0
4228,19.39623,287.6427,0,0,1
6361,60.46139,192.4404,0,1,0
2784,3.474901,172.4579,1,1,0
6245,66.85047,149.9621,0,0,0
8195,66.7439,194.9699,0,1,1
5794,67.65646,162.5299,0,1,1
5384,55.75053,194.9699,0,0,1
515,13.17859958,175.133074,1,1,0
3303,14.56261,157.4836,0,0,0
3294,8.322733,104.9629,0,0,0
281,1.586331702,129.948316,0,0,1
7064,38.47721,192.4404,0,0,0
6355,42.64008,147.4713,0,1,0
4823,4.054345,149.9778,0,0,1
2434,12.0068,157.4836,0,1,0
5125,44.0309,127.4421,0,0,0
4900,15.35499,242.6435,0,1,1
7025,69.70806,144.9889,0,1,1
4045,2.343134,192.4404,0,1,0
8304,52.1213,157.4698,0,0,1
2979,1.602966,137.4836,0,1,0
5661,54.65604,172.4624,0,0,0
6737,60.85062,182.4538,0,1,1
4665,6.360959,172.4624,0,1,0
9369,51.87217,139.9861,0,0,0
1780,10.73057042,287.642733,0,0,1
9592,62.51438,112.4551,0,0,0
3439,14.00176,157.4836,0,1,0
723,14.71592037,104.964303,0,0,1
3334,4.461349,172.4871,0,1,0
1282,10.44973947,152.457857,0,1,0
9532,69.60264,142.4713,0,1,1
9521,71.23043,159.983,0,0,1
7031,51.38208,112.4551,1,1,0
4022,10.94068,182.4676,0,0,0
5410,57.25147,172.4742,1,1,1
653,28.38835566,162.465269,0,1,0
5421,45.54189,194.9699,0,1,1
2735,7.923777,104.9629,0,1,0
4185,7.27652,240.1149,0,1,0
1927,6.136751688,174.988208,0,1,0
3288,20.45201,127.4601,1,1,1
1861,24.02275725,127.481989,1,1,1
4496,2.284487,212.6415,0,1,1
185,3.521499924,147.456419,0,0,0
8009,64.77844,252.6378,0,0,0
4837,6.913925,207.4754,1,1,1
6439,58.70772,139.9349,1,0,0
1195,7.629294031,152.488401,0,0,1
6128,58.6209,112.4844,1,0,0
3944,4.008932,204.9634,0,1,0
365,9.660361769,129.977753,0,1,1
3301,5.705684,142.4713,0,0,1
2817,4.848049,149.9778,0,0,1
1869,9.351000629,174.961766,0,0,1
3221,15.84051,160.0122,1,1,1
2190,4.836004,117.4872,1,0,1
4687,11.89464,149.9707,0,0,1
1210,3.106980528,192.440432,0,0,0
5884,57.18854,159.983,1,0,1
5754,66.60766,144.9889,1,0,1
9955,60.07253,94.97283,0,0,0
9535,67.95509,130.0244,0,1,1
6993,69.39989,137.4686,0,0,0
9509,53.28955,142.5007,0,0,1
26,10.40566091,222.649979,0,0,0
120,22.37815032,147.456419,1,0,0
9210,57.31788,134.9509,0,0,0
8026,54.51932,179.9476,0,1,0
634,3.769989038,242.632554,0,1,0
8657,71.84893,177.4876,0,1,1
6295,67.57266,159.9794,0,0,0
5442,49.96921,169.9447,0,1,0
