,population,children,age,income,outage_sec_perweek,email,contacts,Yearly_equip_failure,tenure,MonthlyCharge,DummyTechie,DummyTechSupport,DummyMale,DummyFemale,DummyNonbinary
9873,74,2,63,37184.53,11.99013,9,1,1,69.77542,112.4551,0,0,0,1,0
2955,17042,2,44,104362.5,13.48312,11,0,0,16.12811,162.497,0,0,0,1,0
8278,4370,8,24,59226.92,7.048179,16,0,1,59.28333,174.9755,0,0,0,1,0
2923,2778,0,30,39940.05,10.06356,10,1,1,1.717806,147.4564,0,0,1,0,0
1552,30689,0,28,26169.39,9.799122634,11,1,0,2.965166415,139.95684,0,0,1,0,0
7443,40684,8,45,31525.05,14.32129,9,0,0,65.80384,267.6427,1,1,1,0,0
2391,37056,0,26,56488.39,9.726798,17,0,0,1.854011,255.1417,0,1,1,0,0
2535,4832,4,73,62362.09,8.889321,12,1,2,3.680185,137.4392,0,0,1,0,0
9964,19301,1,73,34966.43,8.471456,13,2,0,70.2982,172.4567,0,1,1,0,0
373,2001,1,87,31282.78,6.18537496,18,1,0,1.541545443,107.48056,0,0,0,1,0
5601,724,8,60,46550.44,13.44192,13,1,1,60.99804,235.1591,0,1,1,0,0
2138,50137,1,52,31637.52,12.46389,18,1,0,9.37017,255.1372,0,1,0,1,0
1201,868,9,57,32810.46,15.17990976,7,1,1,1.43538042,79.978861,0,0,0,1,0
3916,32739,1,22,12211.05,11.69401,9,0,0,2.348003,104.9923,1,0,1,0,0
2532,4649,6,39,39328.19,12.72846,16,0,1,8.457034,220.1323,0,0,1,0,0
4797,588,4,57,33572.8,5.067851,10,1,2,17.19189,164.967,0,1,0,1,0
6438,3271,2,49,28833.12,7.720028,11,0,0,61.67482,139.9512,1,1,1,0,0
593,11923,3,26,2374.22,11.91761523,13,2,0,3.775528995,114.972827,0,0,0,1,0
1560,8875,0,63,65095.99,15.40380196,16,0,0,9.267785326,157.469817,0,1,0,1,0
8004,1973,6,57,14636.41,6.917469,6,1,0,55.36779,127.4601,0,1,0,1,0
3435,268,4,49,90696.33,12.5181,13,2,0,10.56862,164.9647,0,1,0,1,0
613,30522,1,19,19639.83,5.489232783,11,1,1,2.62036784,159.965008,0,0,0,1,0
9429,2718,4,79,120895.0,9.41206,10,0,0,67.99131,217.484,0,0,0,1,0
1302,19389,1,45,35556.27,12.2300724,12,0,0,21.16641251,182.460772,1,0,0,1,0
4808,24743,1,73,10331.34,11.96519,13,1,1,6.386027,139.9875,0,1,0,1,0
4981,2003,1,57,36404.87,13.91561,11,2,2,9.836442,95.00571,1,1,0,1,0
1410,1800,0,55,39746.81,8.242313408,15,2,0,2.988653862,152.495236,1,1,0,1,0
4682,23858,7,26,40977.93,15.67211,12,0,0,7.820202,230.1344,0,0,0,1,0
2018,1512,2,79,80176.6,10.62558,16,0,0,1.954899,252.624,0,1,0,1,0
705,14918,1,66,18893.5,8.367217945,16,1,0,19.28424826,184.985293,0,0,0,1,0
3288,7710,3,86,24173.97,12.81088,10,2,0,20.45201,127.4601,1,1,1,0,0
2505,30141,7,66,29958.36,13.88216,15,0,0,5.585004,162.4827,0,0,0,1,0
5333,376,2,88,39157.83,14.46971,12,2,0,67.34157,149.9621,1,0,0,1,0
245,2950,0,53,79993.43,11.17709222,12,0,2,23.12150846,147.503078,0,0,0,1,0
8284,12908,1,55,12702.36,10.71778,14,2,0,54.36032,132.5127,0,1,1,0,0
8992,15515,0,46,10040.11,11.87571,8,1,1,54.28874,204.9634,0,0,0,1,0
7624,121,3,54,2584.6,12.57747,8,0,0,62.13301,222.6326,0,0,0,1,0
4860,5316,3,69,31263.34,10.8229,9,1,0,6.275924,117.4392,0,0,1,0,0
8302,49907,0,48,26480.5,10.85729,11,0,0,69.16679,114.9509,0,0,1,0,0
237,1083,0,40,99195.08,7.913676085,16,1,0,9.405224809,194.966286,0,0,0,1,0
4233,637,0,69,86274.26,9.824278,9,0,0,3.761516,242.6281,0,0,1,0,0
8643,49487,1,38,30216.55,19.01629,13,1,1,50.95377,255.1665,0,1,0,1,0
7255,22447,0,57,8882.07,16.27782,18,0,0,57.50632,139.9349,0,0,1,0,0
751,583,2,43,91141.18,9.981655957,13,0,0,7.677648117,175.133074,0,0,0,1,0
9838,43123,2,43,41512.21,13.21491,10,3,1,68.65572,207.4673,1,1,1,0,0
2847,194,3,76,54067.41,10.43971,15,1,0,5.448172,225.132,0,1,1,0,0
288,30097,8,62,15292.25,17.05256354,14,0,1,1.473304337,245.131966,0,1,0,1,0
4709,2514,1,86,44969.31,13.23552,12,1,1,2.323179,187.4974,0,1,1,0,0
4211,497,4,60,31574.68,5.49158,12,1,2,3.921335,184.9496,1,1,0,1,0
5267,5148,1,64,8937.69,8.238826,13,1,0,50.90386,222.6362,0,1,1,0,0
6975,108,3,49,7611.79,10.6443,11,0,0,68.96214,194.9699,1,1,0,1,0
1904,1800,4,21,37455.48,0.636607948,7,2,0,9.626754665,127.442069,0,0,0,1,0
5639,15171,2,45,48863.25,9.966641,17,1,1,59.85396,182.4833,0,1,1,0,0
8608,690,0,88,15854.29,7.64925,14,0,0,68.50985,147.4893,0,1,0,1,0
21,14440,3,30,45714.47,6.984819996,18,1,0,2.415991977,127.495766,0,0,1,0,0
6018,4,1,79,50822.04,12.10243,12,0,0,52.07024,92.45514,0,0,0,1,0
6954,73,3,51,68142.47,14.79622,10,2,0,65.22868,117.4686,0,0,1,0,0
4902,7715,3,24,1263.57,11.58924,11,0,0,9.648973,169.9447,1,0,1,0,0
2905,5025,3,46,17549.51,6.838437,10,1,1,13.09678,139.9816,0,0,1,0,0
2168,10951,0,80,52089.36,14.15632,11,3,1,17.13556,194.9882,0,0,0,1,0
907,1436,0,42,20841.67,10.02323853,12,2,1,9.137809439,184.967019,1,1,1,0,0
6367,883,0,61,13463.55,11.24384,13,0,0,53.4946,175.0062,0,1,0,0,1
735,6502,1,47,16091.65,8.241378511,8,1,0,5.473564746,104.992311,0,0,1,0,0
5187,58673,0,88,63461.18,10.84728,10,1,1,69.15198,187.4811,1,0,0,1,0
9987,87509,3,61,102629.6,8.373844,8,1,0,54.54538,220.1615,0,0,0,1,0
3777,3298,1,34,50525.8,5.491044,11,0,0,14.1842,142.4526,0,0,1,0,0
4987,2131,2,31,60302.79,8.426883,8,0,0,13.288,242.6143,0,1,0,1,0
6254,1751,0,73,33016.71,4.192635,10,0,0,51.4203,159.983,0,1,1,0,0
3909,27766,4,56,49150.41,13.19067,16,0,0,5.21614,214.9663,1,0,1,0,0
6548,2889,6,62,50627.61,10.70655,11,0,1,47.23415,245.175,1,0,1,0,0
113,257,1,40,65064.31,7.56618217,9,0,0,17.88002366,112.455141,0,0,1,0,0
7530,37,4,89,38986.79,14.70152,18,1,0,62.11655,147.4564,1,0,0,1,0
1825,24542,1,35,38328.57,8.082617212,7,2,0,1.251588197,204.961033,0,0,1,0,0
9799,7638,4,71,50072.5,9.004892,12,4,0,54.4197,152.4742,1,1,1,0,0
7990,22553,5,80,47832.37,7.75187,17,2,0,51.19372,94.97283,0,0,0,1,0
6427,158,1,49,27784.38,11.03858,9,1,2,58.46636,222.6326,0,0,0,1,0
4673,1519,1,46,34489.63,3.445762,17,6,1,3.878332,172.4567,1,1,0,1,0
4035,2643,1,72,55691.37,11.19035,12,1,1,20.21413,152.466,0,1,1,0,0
7047,5820,4,52,28601.03,8.426639,12,0,0,71.89739,194.9699,0,1,0,1,0
1370,442,1,35,115520.53,14.59968721,9,2,0,9.941798485,149.99153,1,0,0,1,0
286,5148,2,60,11250.71,10.93514898,16,1,1,3.940297464,159.947583,0,0,0,1,0
6054,3821,6,85,16280.67,11.63652,13,2,1,61.43691,159.9349,0,0,1,0,0
2358,22734,1,23,116086.2,11.98003,16,1,0,2.477945,172.4441,1,1,0,1,0
2806,33960,3,50,47120.5,12.24189,21,2,0,11.70115,124.9781,0,0,0,1,0
4340,13568,9,43,40034.32,11.75929,17,0,2,9.938448,149.9621,0,0,0,1,0
5013,11499,8,24,14083.69,12.19579,15,1,0,66.89524,184.967,0,1,1,0,0
3132,2387,0,43,167566.6,9.341592,13,2,1,8.220002,147.4738,0,0,0,1,0
6166,11346,0,41,26235.49,9.439823,15,0,0,68.33092,159.9875,0,1,0,1,0
6072,1364,0,75,40248.81,5.984269,19,0,0,66.34669,232.6378,0,0,0,1,0
9446,7260,2,35,22751.38,8.301608,16,0,1,71.48016,255.1417,0,1,0,1,0
9850,3096,1,65,23510.78,9.459743,9,1,1,45.85581,232.652,0,0,1,0,0
637,471,4,44,36699.84,9.435961177,9,1,0,24.39432985,245.145743,0,0,1,0,0
2940,226,4,29,13656.87,6.471399,13,1,0,15.23335,192.4705,0,0,0,1,0
5845,615,1,50,15215.24,8.94767,8,1,2,59.21586,139.983,0,1,0,1,0
289,703,0,26,41879.1,12.29165611,11,0,1,12.75609778,117.439154,0,0,1,0,0
9493,57226,0,72,42723.32,14.7506,12,1,0,55.74944,147.4738,0,0,1,0,0
5113,4357,1,50,40646.53,11.93472,12,1,0,52.88029,192.4404,0,0,0,1,0
740,52299,2,55,88666.42,8.433181103,16,2,1,2.282601557,124.97808,0,0,1,0,0
638,171,2,24,26942.28,11.06173556,11,1,1,4.676474348,187.609354,1,0,0,1,0
8974,5381,1,52,36472.39,8.702949,11,0,1,60.91995,220.1615,0,0,1,0,0
7102,46087,3,49,9231.72,4.92679,12,0,0,58.71889,127.4421,0,0,1,0,0
5990,36293,1,42,63482.69,13.24331,10,1,0,48.95603,107.482,0,1,0,1,0
5418,412,1,83,18470.36,14.89325,19,0,0,65.04247,187.6422,0,1,0,1,0
9262,1660,3,42,9922.11,6.824295,16,1,0,62.20437,159.9349,0,0,1,0,0
1119,14569,0,47,77774.13,6.732546893,11,1,0,1.214622014,114.997564,0,0,0,1,0
7705,2871,3,40,30577.74,12.01441,14,1,1,66.7755,172.4579,1,0,0,1,0
4097,1550,4,70,40643.06,14.47622,7,1,2,18.44164,137.4392,0,0,0,1,0
2687,34,2,66,67090.95,16.16998,19,1,0,22.12945,147.4783,1,0,1,0,0
1450,952,0,49,44739.96,10.20266008,15,0,1,1.84918194,147.478341,0,0,0,1,0
4011,33960,3,52,19839.57,11.26452,10,0,0,5.107455,129.9483,0,1,0,1,0
4510,442,7,58,23346.19,9.896438,15,0,0,7.470963,117.4392,0,0,1,0,0
7679,29020,2,21,57717.41,6.809114,10,1,0,40.24973,222.6609,0,1,0,1,0
5823,3445,2,37,4874.95,6.720424,11,0,1,68.07677,147.4421,0,0,0,1,0
9765,1060,2,61,47134.23,6.264097,17,2,1,68.82603,155.0084,1,1,0,1,0
7037,25059,4,51,18357.76,16.95979,11,2,1,43.15974,149.9707,0,1,1,0,0
6861,43112,3,64,34467.27,12.55217,16,2,0,38.65509,147.4421,0,0,1,0,0
3594,3149,6,66,14910.59,12.60775,10,2,0,12.62769,149.9621,0,0,0,1,0
665,1627,2,37,111380.52,5.129502971,15,0,0,1.846161288,79.978861,1,0,1,0,0
9700,4154,2,88,45179.37,11.54779,12,1,0,49.16112,162.4713,0,1,1,0,0
5337,1271,2,71,26166.52,8.908092,9,2,1,66.59235,204.9797,0,1,0,1,0
1414,19215,0,53,8657.1,10.75378608,12,1,1,3.847102787,149.992756,0,1,0,1,0
2977,8882,1,57,119667.4,9.165034,6,1,0,11.17999,172.4742,0,1,0,1,0
9216,0,1,63,85694.68,11.90177,8,0,0,53.27554,162.497,0,0,0,1,0
7883,330,0,51,40225.9,9.984674,14,0,0,63.58391,130.0064,0,0,1,0,0
5192,2057,4,47,38354.6,6.028391,12,2,1,66.61075,147.4421,0,0,1,0,0
5009,15816,3,80,47565.61,11.69011,12,1,1,70.19733,162.4676,0,0,1,0,0
6598,1233,3,33,9637.35,8.367181,12,0,0,63.75133,139.9349,0,0,1,0,0
505,159,0,62,26929.55,8.482252615,14,0,0,2.649525158,242.610632,0,0,0,1,0
8554,53111,2,64,97871.03,5.089983,15,1,0,62.84343,94.97283,0,0,0,1,0
7464,2190,1,73,81282.63,7.073565,12,1,0,56.05747,162.4538,1,1,0,1,0
6581,17783,1,86,14328.24,11.38973,12,0,1,63.21825,107.4806,0,0,0,1,0
9319,3481,3,42,65893.07,11.33648,16,0,0,51.426,220.1185,1,1,0,0,1
345,1277,4,85,14980.5,9.617602049,9,4,0,8.381515693,232.637807,0,0,0,1,0
1485,5062,0,89,21812.08,11.23258518,9,1,1,14.38025496,182.45383,1,1,1,0,0
1037,30166,0,84,14547.9,13.31528474,11,0,1,2.39088492,124.960655,0,0,0,1,0
9500,33435,0,37,72185.15,5.15128,11,1,0,70.41272,172.4441,0,1,0,1,0
2060,171,2,31,54531.53,9.127013,11,1,0,12.4962,222.6281,0,0,0,1,0
6260,21829,0,64,66710.72,10.20337,12,0,1,69.15975,127.4421,1,0,0,1,0
9049,30746,2,67,9724.88,13.38666,12,1,1,63.00932,142.4713,1,1,1,0,0
3765,2279,0,23,12191.65,10.17652,13,0,0,16.69091,169.9378,0,0,0,1,0
5623,87,0,24,11566.91,6.888013,11,3,0,57.31571,160.0013,0,0,0,1,0
9302,296,0,45,17236.85,15.11505,12,2,2,62.45252,245.1457,1,0,1,0,0
1650,10052,3,66,117333.44,12.02079888,13,1,0,7.182441329,169.992756,1,1,0,1,0
2816,302,3,27,6624.45,13.42022,10,0,2,2.108436,172.4733,0,1,0,1,0
9752,271,6,26,24924.4,8.983244,8,1,1,62.55977,275.1198,0,1,0,1,0
6359,52322,2,64,79298.31,11.58716,11,1,0,67.4011,152.4579,0,0,0,1,0
3162,13190,3,87,36947.65,11.08684,6,1,0,1.481645,107.4806,0,0,1,0,0
5856,124,2,51,13256.25,10.35114,13,0,2,67.29466,114.9838,0,1,1,0,0
4849,4128,0,53,30536.02,9.125916,12,0,0,4.096547,119.9568,0,0,1,0,0
3862,3531,4,54,16156.43,5.511326,9,0,0,9.643609,210.1051,0,0,0,1,0
1791,59191,2,21,12908.78,7.781912069,8,2,0,2.542844079,247.664655,0,1,0,1,0
3479,109,1,51,31592.8,15.22636,10,0,0,4.529842,129.995,0,1,1,0,0
5546,24842,2,73,23553.3,9.146769,12,0,1,60.9767,124.9781,0,0,1,0,0
423,7699,0,40,6170.55,11.6443975,13,0,1,15.22323989,182.460772,0,0,0,1,0
9454,945,4,52,49513.67,11.32677,15,0,0,50.26004,149.9447,0,0,1,0,0
695,3107,2,53,45777.4,12.37429389,11,0,1,1.570209934,152.44408,0,1,1,0,0
4898,1666,2,34,25142.24,2.36444,13,3,0,4.795038,127.4601,0,1,1,0,0
5041,40622,2,22,8137.37,11.62695,13,1,0,64.30623,267.6647,0,1,0,0,1
2865,5622,0,55,13002.99,11.39269,8,1,0,5.602813,139.9568,0,0,1,0,0
9983,4013,0,89,24239.77,11.26271,11,1,0,58.54167,92.5018,0,0,1,0,0
7211,1005,1,75,5979.39,9.303419,8,0,1,71.39672,117.4392,0,0,0,1,0
8381,615,8,67,24088.27,9.411341,11,0,0,69.24438,140.0049,0,1,0,1,0
7499,8582,9,65,74746.77,10.3085,8,1,0,57.48285,212.6695,1,0,0,1,0
2179,257,10,44,38310.04,6.098505,13,0,1,4.632153,137.4392,0,0,1,0,0
3083,838,0,23,53227.7,15.29979,13,1,1,8.268061,232.6228,0,0,0,1,0
5157,15,3,31,34919.68,14.55526,14,1,0,64.62378,257.6513,1,0,1,0,0
5892,384,0,54,2421.1,11.51282,12,0,0,56.03048,167.4564,0,0,1,0,0
4258,2688,2,32,56607.8,11.78232,15,3,0,20.52789,115.0021,0,0,0,1,0
7239,1108,0,86,9929.57,5.323245,15,0,0,59.49558,159.9349,0,0,0,1,0
5910,5791,0,71,29957.52,12.40857,16,1,0,69.83332,129.9915,1,0,1,0,0
9586,592,9,29,26774.2,5.51551,11,0,0,65.55348,92.45514,1,0,1,0,0
8480,19283,4,53,49125.36,16.4764,13,2,1,52.26662,184.9496,0,1,1,0,0
2419,9635,0,50,46804.82,4.266815,9,1,0,9.119628,152.4884,0,1,0,1,0
3513,595,1,43,22788.79,12.97048,8,0,0,5.73054,92.5018,0,0,1,0,0
1339,13178,5,48,16502.68,9.457948968,13,0,0,2.661961707,160.00128,0,0,1,0,0
9109,105,0,33,94338.5,8.200976,14,1,1,56.19141,149.9776,1,1,1,0,0
2185,5060,4,75,36649.03,11.8295,14,0,0,11.00764,184.961,0,0,1,0,0
7001,189,1,47,67730.58,12.41387,11,3,0,68.63397,112.4844,1,0,1,0,0
9618,126,1,59,40880.45,9.206332,13,1,0,71.28275,147.4564,0,0,0,1,0
2691,3104,0,66,8840.8,8.721081,14,1,0,17.27999,257.6549,0,1,0,1,0
1394,17389,0,85,15433.62,13.41929614,12,2,0,7.321650003,112.484375,0,0,0,1,0
462,714,4,39,50666.54,4.88644359,6,0,2,13.99579075,240.114868,1,0,1,0,0
8439,1349,0,58,24526.83,8.112139,9,1,0,64.76289,242.6281,0,0,0,1,0
4826,123,0,21,40948.07,10.31007,12,1,0,1.530293,230.1051,0,0,1,0,0
8229,5659,0,52,31234.72,10.93917,13,0,0,57.72738,149.9741,0,0,1,0,0
5548,19146,2,78,43747.73,11.47664,12,0,0,66.91612,194.9992,0,1,0,1,0
8614,2377,4,85,51630.71,4.452995,9,2,1,41.36314,255.1417,0,1,1,0,0
7672,6359,1,54,43154.85,1.283458,14,0,0,71.95713,222.6362,0,1,1,0,0
9997,406,1,48,45983.43,6.590911,10,0,0,47.41689,169.9741,0,0,0,1,0
137,1135,1,89,31600.92,4.978546291,12,2,0,7.251397592,197.472533,0,1,1,0,0
3295,986,0,42,54417.19,4.879655,14,2,0,9.961602,167.4564,0,0,1,0,0
7397,135,0,74,59234.25,6.978157,11,2,1,46.63035,137.4392,1,0,1,0,0
8045,24089,4,39,11391.52,8.7275,10,1,0,62.08636,210.1051,0,0,1,0,0
5091,1099,3,66,16885.35,11.46614,11,3,0,63.24314,137.4684,0,0,1,0,0
5756,2161,3,69,79594.91,9.604892,16,1,0,47.43916,129.9483,0,1,0,1,0
3186,2349,1,40,57025.5,11.24987,16,1,0,1.453865,139.9349,0,0,1,0,0
3950,1108,1,42,62968.8,13.00084,9,1,0,7.022294,187.4673,0,1,0,1,0
9822,3064,8,33,32011.22,2.63849,14,1,1,53.90038,174.991,0,1,1,0,0
547,18389,3,61,67021.35,18.30717385,9,0,1,14.96135055,190.173699,0,0,1,0,0
242,27698,1,88,3810.16,4.550449856,17,2,1,2.861423443,115.002061,0,0,0,1,0
6693,46299,2,73,80224.0,12.51805,12,1,1,64.33211,117.4835,0,0,1,0,0
3369,55623,3,47,2260.89,9.632999,16,0,0,10.3665,210.127,0,0,1,0,0
8751,5817,0,64,8517.87,7.843571,10,1,1,62.71718,242.6281,0,0,1,0,0
8364,5402,3,20,20215.1,7.570833,8,2,0,63.59872,117.472,0,1,1,0,0
8350,843,1,43,21569.82,7.599065,14,0,0,44.57297,92.48802,0,1,1,0,0
6212,2029,6,27,26644.15,6.20201,15,1,0,71.25102,172.4579,0,0,1,0,0
2352,1338,10,64,143972.7,12.80754,13,1,0,15.73243,265.147,0,1,1,0,0
4371,3535,2,79,76126.58,9.044187,13,1,0,14.34892,255.1555,1,0,1,0,0
9140,2576,4,64,33985.54,17.81793,15,1,1,64.20102,265.147,0,1,1,0,0
6043,853,4,47,57748.04,14.24673,13,2,0,66.69757,242.6326,1,0,1,0,0
1519,6932,3,19,15694.8,7.423334085,16,1,0,15.54691331,147.460067,0,1,0,1,0
2484,1903,4,87,58015.78,10.66838,12,1,0,9.000396,140.0013,0,0,1,0,0
9144,3114,1,40,56159.24,13.19852,18,0,1,68.98021,182.4433,0,0,1,0,0
9290,990,3,21,20977.35,4.85258,9,2,1,68.07527,179.9476,0,0,1,0,0
8425,2240,3,23,37542.28,10.67482,10,2,0,51.53674,172.4705,0,0,0,1,0
8073,393,0,42,105745.6,10.44765,12,0,0,47.3962,214.9525,0,1,0,1,0
1440,20,1,24,99754.87,6.093961352,16,1,0,10.99225739,129.994975,0,1,0,1,0
9737,3337,3,43,13289.12,7.950337,9,1,0,63.56661,172.5104,0,1,0,1,0
8809,6572,4,44,22802.9,5.781365,7,0,0,48.27562,139.9349,0,0,0,1,0
3885,4476,1,19,13233.4,12.4846,11,0,0,12.5247,204.961,0,0,0,1,0
5820,584,4,62,33247.66,17.10685,11,1,0,66.70369,137.4684,0,0,1,0,0
7145,50992,7,20,48323.96,11.00542,13,2,0,62.82563,147.4738,0,0,1,0,0
3936,257,3,54,32869.26,6.670145,17,0,3,20.44277,157.4698,0,1,0,1,0
9922,2806,0,28,89514.55,6.987712,12,1,0,71.53609,217.4725,0,1,1,0,0
1345,148,8,72,55708.35,11.95403555,13,1,0,4.248159714,140.004928,1,1,0,1,0
3782,35575,1,62,172372.2,8.380524,14,0,0,15.58596,124.9607,1,0,0,1,0
9601,7405,1,82,12891.9,11.4883,9,1,0,69.69551,172.4742,0,1,1,0,0
1866,25998,2,57,14379.3,13.60282892,8,0,0,10.38039309,114.972827,0,0,0,1,0
6250,4872,3,88,26118.87,10.55385,11,0,0,50.47035,212.6228,0,0,1,0,0
9946,10274,8,22,22023.11,7.86736,13,1,0,70.14031,202.65,1,0,1,0,0
321,24628,1,73,28654.87,5.307097721,13,1,0,13.67931764,149.977753,0,1,0,1,0
5093,7676,0,45,21736.61,10.73533,15,1,0,67.04233,184.9785,0,0,1,0,0
3971,3916,1,76,65782.7,9.664338,10,1,0,5.377803,242.6106,0,0,1,0,0
3989,4037,3,42,116396.5,8.890669,12,0,0,13.21976,207.4811,0,0,0,0,1
5556,5698,0,70,32332.63,11.82086,15,4,0,51.17826,112.4551,0,0,1,0,0
4736,2918,0,48,48571.22,7.21113,19,1,0,6.723311,222.6281,0,0,0,1,0
8379,2025,8,34,103098.0,13.63887,10,3,0,56.64692,157.4836,0,0,0,1,0
8313,14479,3,65,52360.6,6.583501,12,1,3,56.79639,117.4392,0,0,1,0,0
2375,379,2,82,38069.49,15.77718,10,0,0,2.590677,149.9483,0,1,0,0,1
1778,2525,0,63,21739.61,14.05990229,11,1,0,8.661116617,255.133571,0,0,0,0,1
8769,158,1,78,17583.94,14.38703,9,2,2,71.13694,197.4945,0,1,0,1,0
535,1551,0,63,36973.83,8.503805869,9,4,1,6.811759674,162.482694,1,0,0,1,0
3257,2551,0,22,30388.27,12.16211,12,0,0,10.47789,147.4713,0,0,1,0,0
1380,18674,0,21,45734.73,7.051157559,13,0,0,3.883156675,200.118516,0,1,1,0,0
158,69,0,81,47877.81,11.40449185,12,0,0,19.95277818,252.637807,0,0,1,0,0
2556,35,4,27,40826.44,7.683895,15,0,1,10.89683,147.4421,0,0,0,1,0
7168,53582,2,70,29061.7,9.686337,7,1,0,58.99154,172.4885,0,1,0,0,1
9973,1360,2,21,59751.46,6.529769,10,1,0,64.61283,192.4404,0,0,0,1,0
6146,12726,3,62,24503.38,9.720852,10,0,0,49.40477,142.4526,0,0,0,1,0
1199,43,3,47,85147.06,7.540632126,17,0,0,3.811416865,129.948316,0,1,0,1,0
7013,16192,2,28,20255.71,13.91396,8,3,0,56.50306,217.4725,0,1,0,1,0
3957,1949,4,67,72367.44,18.85173,14,1,1,16.74968,159.9794,0,0,0,1,0
1078,1940,6,74,51529.04,8.102372401,13,2,2,3.523994671,172.457857,1,0,0,1,0
7004,32489,2,70,53719.81,10.54,11,0,0,70.24121,242.6143,0,1,1,0,0
3666,23980,0,39,18107.56,12.86633,14,0,1,5.876252,114.9838,0,1,1,0,0
6668,1812,3,57,13964.89,18.30895,16,1,0,68.04207,149.9741,0,0,0,1,0
149,2229,4,20,54895.16,14.62784306,17,2,0,7.006240694,152.488401,0,1,0,1,0
116,69,6,24,26282.4,9.807530479,10,1,0,6.311709178,137.483594,1,0,0,1,0
5462,5882,2,22,26451.48,9.17938,10,1,0,70.4859,119.9568,0,0,1,0,0
9348,2984,4,25,163156.7,14.63927,11,3,1,53.03214,162.5299,0,1,1,0,0
1500,733,2,30,42991.1,10.11260574,16,1,0,2.656111103,204.963371,0,0,1,0,0
5434,17990,1,63,35704.68,12.13201,13,1,0,60.18407,149.9707,0,1,0,1,0
682,0,2,42,25670.71,13.9772991,12,3,1,17.80378998,129.962093,0,0,1,0,0
4334,611,0,48,54174.87,6.931743,11,2,0,1.347728,139.965,0,0,0,0,1
1314,26588,3,38,40392.47,9.73677222,11,1,0,11.03162791,172.455519,0,0,1,0,0
9510,7354,1,30,52859.9,10.78449,17,0,1,63.05783,169.9447,0,0,1,0,0
2251,470,3,77,18868.46,11.51957,15,2,0,27.73225,192.4705,0,0,0,1,0
1002,932,0,33,66392.52,13.66391306,10,1,1,5.31868521,190.159922,0,1,1,0,0
944,1655,2,54,17773.11,9.846699861,12,0,0,10.03364243,210.105118,0,0,0,1,0
2781,4906,4,89,27485.23,6.257899,18,1,1,14.36866,184.967,0,1,1,0,0
1763,18722,6,35,3050.98,8.242312444,10,2,0,13.63916478,162.452604,0,0,0,1,0
8105,7234,0,35,3938.24,1.896422,12,1,0,55.24136,117.472,0,1,1,0,0
4043,2845,0,41,19460.56,10.06905,12,0,0,15.09343,137.4978,0,0,0,1,0
8896,3011,0,83,59357.03,11.37971,12,0,0,64.25764,137.5165,0,1,1,0,0
7241,684,2,18,57067.4,9.190582,9,1,0,69.5381,202.6362,0,1,1,0,0
9339,14619,1,62,76573.56,3.362072,3,1,1,56.17179,174.9768,0,1,0,1,0
4431,2596,4,26,35553.18,15.36682,15,0,0,8.454096,107.482,0,1,0,1,0
1563,12096,1,48,26404.76,11.41922534,8,0,0,23.27091932,152.455519,0,0,1,0,0
2717,3881,1,43,52633.73,12.48083,14,0,0,9.499599,172.4733,0,1,0,1,0
1867,255,6,19,57776.5,12.79857643,9,3,0,14.45556293,149.977753,0,1,0,1,0
3946,917,3,70,63932.89,7.540891,12,1,0,11.38257,162.4937,0,1,0,0,1
2628,2122,3,76,6315.61,7.590769,7,0,1,9.38517,255.1555,0,0,0,1,0
8708,4112,4,68,46018.62,12.46238,15,2,0,70.50313,172.4567,0,1,1,0,0
4914,14795,0,70,49373.8,7.980028,14,1,0,11.40635,144.9889,1,1,1,0,0
9153,2459,5,68,7228.19,12.89005,15,2,1,65.52,192.4885,0,1,0,1,0
9962,6009,1,41,13865.91,12.88305,13,0,0,56.40424,204.9797,0,1,1,0,0
8468,924,2,77,62292.07,3.406276,17,2,0,62.71436,152.4441,0,1,1,0,0
5417,1629,0,23,12587.71,8.21878,12,1,0,57.77873,164.9715,0,1,0,1,0
9287,67,3,48,14980.76,8.544211,15,3,0,58.83899,187.6094,0,0,1,0,0
2833,8225,0,83,23567.27,8.758616,13,0,2,5.447689,230.1051,0,0,0,1,0
7704,885,8,66,14528.18,11.75442,12,1,0,61.0006,162.5005,0,1,0,1,0
3924,5300,0,50,60781.41,14.55915,11,0,1,4.066843,154.9755,1,0,0,1,0
5931,26634,4,56,32002.74,6.628418,15,0,0,56.83604,127.4421,0,0,0,1,0
8772,16022,7,87,81130.95,10.76023,12,0,1,41.23951,112.4844,0,0,1,0,0
7546,2989,4,84,20459.07,10.25704,11,0,1,70.19371,232.652,0,0,0,1,0
4516,15836,0,89,17072.33,11.32238,13,1,0,8.561641,184.9647,0,1,1,0,0
1502,520,1,31,25576.73,5.087255805,15,1,0,11.71980152,245.131966,0,1,1,0,0
4616,4949,8,68,31469.99,15.10522,12,0,1,1.574932,149.9913,0,0,1,0,0
9663,28221,6,82,10551.43,13.52236,13,2,0,59.78701,179.9656,0,1,0,1,0
5021,947,2,86,8893.59,10.65214,11,4,0,71.09621,149.9378,0,0,1,0,0
5277,35950,0,42,61262.44,14.56695,12,0,0,68.95234,172.4705,0,0,1,0,0
3018,54190,7,28,96788.12,14.27531,14,1,2,21.73641,182.4653,0,0,0,1,0
